Name,Rating,Review,Specification
Dell Vostro 3520 i7 12th Gen 8GB RAM 512GB SSD 15.6″ Full HD NVIDIA MX550 2GB Laptop,1.0,1 ratings,Brand No Brand SKU 125598139_NP-1038141284 Display Size 15.6 Inch Operating System DOS CPU Cores Deca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i7 Generation 12th Warranty Policy EN As per the terms and conditions mentioned on the warranty card.
"Dell Latitude 3410 i5 10th Gen 8GB RAM 256 GB SSD 14""",5.0,1 ratings,Brand No Brand SKU 105140783_NP-1026790118 Ram Memory 8GB Graphic Card Integrated Operating System Windows Generation 10th CPU Cores Single Core Storage Capacity 256GB Touch Pad Not Specified Display Size 14 Inch Wireless Connectivity WIFI + Bluetooth Graphics memory Not Specified Processor Intel Core i5 Model No. Latitude 3410
"Dell Vostro 3520 i3 12th Gen | 8GB RAM | 256GB SSD | 15.6"" FHD 120Hz Display Laptop",0,0,Brand No Brand SKU 128510049_NP-1036026149 Display Size 15.6 Inch Operating System DOS CPU Cores Not Specified Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i3 Generation 12th
"Acer Aspire 5 i5 13th Generation 2023 - 16GB DDR5 RAM - 512GB NVMe SSD - Intel iris Xe Graphics - 14"" FHD IPS Display - Steel Grey",0,0,Brand No Brand SKU 129871054_NP-1037704745 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Camera Front (Megapixels) Below 5 MP Model No. Aspire 5 Touch Pad Yes AC Adapter Yes Graphic Card Intel Integrated Battery Life 1-5 Hour Storage Capacity 512GB Processor Intel Core i5 Storage Type SSD Touch No Graphics memory Not Specified Generation 13th Warranty Policy EN Warranty against manufacturing defects.
"Lenovo V14 Celeron | 4GB RAM | 256GB SSD | 14"" HD Display Laptop",0,0,Brand No Brand SKU 129028582_NP-1037039112 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System DOS CPU Cores Not Specified Ram Memory 4GB Model No. V14 G2 IJL Touch Pad Yes Storage Capacity 256GB Processor Intel Celeron Storage Type SSD Touch No Generation Not Specified
Dell Laptop 3520 I3 12th Generation 8gb 512gb,0,0,Brand No Brand SKU 129588505_NP-1037515615 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. 3520 Touch Pad Yes Input Output ports USB 3.0 AC Adapter Yes Graphic Card Integrated Battery Life 6-10 Hour Storage Capacity 512GB Processor Intel Core i3 Storage Type SSD Touch No Graphics memory Integrated Graphics Card Generation 13th Warranty Policy EN Except Water And Physical Damage
Acer Aspire lite i3 13 Gen 8Gb Ram 512 GB SSD 14 Inch FHD Display,0,0,Brand No Brand SKU 129929580_NP-1037769972 Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i3 Generation 13th CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Camera Front (Megapixels) 6-10 MP Model No. Aspire lite Touch Pad Yes Input Output ports USB 3.0 AC Adapter Yes Graphic Card Intel Integrated Battery Life 1-5 Hour Storage Type SSD Touch Yes Graphics memory Integrated Graphics Card Warranty Policy EN Except physical damage
Lenovo Ideapad Celeron 14 inch 4Gb Ram 256 Gb SSD,0,0,Brand No Brand SKU 129587285_NP-1037514274 CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Dual Core Ram Memory 4GB Camera Front (Megapixels) 6-10 MP Model No. Ideapad Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card Intel Integrated Battery Life 1-5 Hour Storage Capacity 256GB Processor Intel Celeron Storage Type SSD Touch No Graphics memory Integrated Graphics Card Generation 12th Warranty Policy EN Except Water And Physical Damage
Asus Zenbook 14 Q410V Oled / i5 13gen / 8gb ddr5 ram / 512gb nvme ssd / 14inch OLED Touch Display,0,0,
"HP 15 i3 1215U | 8GB DDR4 | 256GB SSD | 15.6"" FHD | FPR | Win 11 | Silver",0,0,Brand No Brand SKU 129140820_NP-1037155547 Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Model No. 15-DY5131WM Touch Pad Yes Storage Capacity 256GB Processor Intel Core i3 Storage Type SSD Touch No Generation 12th
Lenovo IdeaPad Slim 3I (12th Gen Intel Core i5 12450H Processor | 8GB RAM | 512GB SSD,0,0,Brand No Brand SKU 129643936_NP-1037530554 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. Ideapad Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card Intel Integrated Battery Life 6-10 Hour Storage Capacity 512GB Processor Intel Core i5 Storage Type SSD Touch No Graphics memory Integrated Graphics Card
Dell Vostro 3520 /I7-1255U / MX550 / 8GB RAM / 512GB SSD / 15.6″ FHD,0,0,Brand No Brand SKU 128046913_NP-1035113410 ram_memory 8GB Graphic Card NVIDIA Operating System Windows Generation 12th storage_capacity_new 512GB Storage Type SSD Display Size 15.6 Inch Graphics memory 2GB Processor Intel Core i7
Lenovo IdeaPad 1 i5 12th Gen 8GB RAM 256GB SSD 15.6″ FHD Laptop,0,0,
Apple MacBook Air 13.6inch M2/8C CPU/10C GPU/8GB/512GB with 1 year Insurance (Breakage/Liquid Damage) - EvoStore,4.0,1 ratings,Brand Apple SKU 117770786_NP-1032292148 Display Size 13.6 Inch Operating System Mac OS ram_memory 8GB storage_capacity_new 512GB Processor Apple M2 Generation Not Specified
MacBook charger 60/61W,0,0,Brand No Brand SKU 130161238_NP-1038055079 Display Size Not Specified Operating System Mac OS ram_memory Not Specified storage_capacity_new Not Specified Processor Generation
Dell Lattitude 5490 Core I5 8th Gen /8gb Ram /256gb Ssd Laptop,0,0,Brand No Brand SKU 131283823_NP-1038131917 Condition Refurbish Number Of Cpu Cores Octa-core Processor Intel Core i5
"Dell Vostro 3520 i5 12th Gen | 8GB RAM | 256GB SSD | 15.6""",0,0,
"Acer Aspire 3 AMD Ryzen™ 5 7520U/ 8GB Ram / 512GB SSD/ WIN11/ 14"" (1920x1080) FHD Display SILVER + Protective Sleeve",0,0,Brand No Brand SKU 129534974_NP-1037489220 Condition New Number Of Cpu Cores Quad Processor AMD
"Lenovo IdeaPad 3 i5 12th Gen/8gb/512gb/15.6""FHD/Backlit keyboard/fingerprint/win11pro",0,0,Brand No Brand SKU 125209600_NP-1033992567 Display Size 15.6 Inch Operating System Windows ram_memory 8GB storage_capacity_new 512GB Processor Intel Core i5 Generation 12th
"Dell Vostro 3520 i5 12th generation/512gb/8gb/15.6""",0,0,Brand No Brand SKU 131322049_NP-1038253339 Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB
Dell Lattitude 5480 Core I5 6th Gen /8gb Ram /256Gb Ssd Laptop,0,0,Brand No Brand SKU 131282592_NP-1038143040 Condition Refurbish Number Of Cpu Cores Octa-core Processor Intel Core i5
"Lenovo V15 G3 | 12th Gen Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Integrated Intel UHD Graphics | 15.6"" FHD IPS Display | 1 year warranty | Laptop | Lenovo Laptop | Grey",0,0,
Dell Inspiron 3520 - i5 - 1235U | 8GB | 512GB SSD | Intel UHD | FHD,0,0,
Dell Inspiron 7430 2-in-1 Intel Core i7 13th Gen – 16GB DDR5 RAM – 1TB NVME SSD – 14″ FHD TouchScreen Display – Windows 11 Home- Backlit Keyboard,0,0,
Dell Lattitude 7390 Touch Screen Core i5 8th Gen Laptop /8gb Ram /256gb Ss,0,0,Brand No Brand SKU 131288909_NP-1038140583 Condition Refurbish Number Of Cpu Cores Octa-core Processor Intel Core i5
"ACER Intel Core i7-1165G7/Memory 8GB DDR4 RAM Storage/256GB SSD Graphics MX330 2GB Screen: 14” FHD, Backlit KB",0,0,Brand No Brand SKU 123461072_NP-1033551371 storage_capacity_new 256GB ram_memory 8GB Display Size 14 Inch Operating System Windows Generation 11th Processor Intel Core i7
Asus Vivobook Flip 14 TN3402YA-LZ230W | Ryzen 7-7730U | 8GB | 512GB SSD | AMD Radeon™ Graphics | Touch | WUXGA | 2 Years Warranty | 1 Year Free Insurance,0,0,
Acer Swift Go 14 Intel EVO i7 13th Gen 1355U – 16GB DDR5 RAM – 512GB NVMe SSD – Intel Integrated Graphics – 14″ ( 1920 x 1200 ) Touch Display – Backlit Keyboard – FingerPrint – Windows 11 – Silver,0,0,
Asus Vivobook Flip S 14 TP3402VA-LZ227W | i5-13500H | 8GB | 512GB SSD |Intel UHD Graphics | Touch | WUXGA | 2 Years Warranty | 1 Year Free Insurance,0,0,
"HP Envy x360 2 In 1 intel Core i5 13th Gen | 8GB RAM | 512GB SSD | 14"" FHD 360 TouchScreen Display",0,0,Brand No Brand SKU 130165348_NP-1038053831 Condition New Number Of Cpu Cores Not Specified Processor Intel Core i5 Warranty Policy EN No warranty if burn or external damage
Lenovo 2023 IdeaPad Slim 3 i5-13420H 13th Gen/8GB RAM/256GB SSD/14″ Full HD Screen,0,0,
"Apple MacBook Air (15-inch, M3 Chip) 8C-CPU, 10C-GPU, 8GB RAM, 256GB SSD - EvoStore",0,0,
"Dell Vostro 3520 i3 12th Gen | 8GB RAM | 512GB SSD | 15.6"" 120Hz FHD Display Laptop",0,0,Brand No Brand SKU 129831719_NP-1037690245 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i3 Generation 12th Warranty Policy EN INTERNATIONAL POLICY
Dell Inspiron 15 3525 - AMD Ryzen 7 5825U | 8GB | 512SSD | Radeon Graphics | FHD,0,0,
"Huawei MateBook D15 [ Intel i5 11th Gen, 8GB RAM, 512GB NVMe SSD, Fingerprint Sensor Power Button, Windows 11 ]",0,0,
"Asus zenbook 17 fold ux9702 ,i7, 1250u, 16 gb, 1tb ssd, intel® iris xe graphics, 17.3"" unfolded oled and 12.5'' folded display",0,0,
"Asus Vivobook 15 X1502ZA, i7, 12th Gen Core, 8Gb, 512Gb SSD, 15.6"" Display, Windows11, Backlit Keyboard, Fingerprint | Nagmani International",0,0,
"ASUS Vivobook 14X (K3405) - 13th Gen Intel i7 13700H, 16GB RAM, 512GB NVMe SSD, 14.0-inch, WUXGA , Windows 11, Bagpack, Mouse, 2 Years Int'l Warranty - Nagmani International",0,0,Brand ASUS SKU 128622586_NP-1036276538 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 16GB Storage Capacity 512GB Processor Intel Core i7 Generation 13th
"Dell Vostro 15 3520 Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display",0,0,Brand No Brand SKU 131413484_NP-1038256688 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
Dell Inspiron 15 3515 AMD Ryzen 3 3250U 4GB 1TB Radeon Graphics FHD,0,0,
Asus TUF Dash F15 (2022) FX517ZM-HN215W - i5 12450H | 16GB | 512GB SSD Gen 3| RTX 3060 | 15.6 FHD 144Hz,0,0,
"MSI Laptop Modern 14 B10MW (10th Gen i5-10210U | 8GB DDR4 RAM | 256GB NVMe SSD | 14.0"" Full HD IPS | Backlit Keyboard | Light Weight)",0,0,Brand MSI SKU 114877875_NP-1031309160 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) Below 5 MP Model No. Modern 14 B10MW Input Output ports HDMI AC Adapter Yes Graphic Card Integrated Battery Life 1-5 Hour Storage Capacity 256GB Processor Intel Storage Type SSD Graphics memory Integrated Graphics Card Generation 10th Warranty Policy EN Carry in
"Lenovo Yoga 6 2023 Ryzen 7 1TB ssd 16GB RAM 13.3"" x360 2in1 laptop",0,0,
Lenovo Ideapad Flex 5 14IAU7 i5 12th Gen 8Gb Ram/512Gb Ssd/14″ WUXGA Touchscreen 2in1 Laptop,0,0,
"MSI Modern 14 C12MO Laptop (12th Gen Intel Core i5 | 16GB RAM | 512GB SSD | 14"" FHD IPS | Wi-Fi 6 | Backlit Keyboard | USB-C | 1.4KG)",0,0,Brand MSI SKU 129962601_NP-1037839370 Wireless Connectivity WIFI + Bluetooth Display Size 14 Inch Operating System DOS CPU Cores Not Specified Ram Memory 16GB Camera Front (Megapixels) Below 5 MP Input Output ports HDMI AC Adapter Yes Graphic Card Intel Integrated Battery Life 1-5 Hour Storage Capacity 512GB Processor Intel Core i5 Storage Type SSD Graphics memory Integrated Graphics Card Generation 12th Warranty Policy EN Manufacturing defects
Dell Vostro 3520 i5 11th 8GB 256GB 15.6 FHD,0,0,Brand No Brand SKU 128919087_NP-1036900875 Condition New Number Of Cpu Cores Not Specified Processor Not Specified
Dell Latitude 3440 - i5 -1235U | 8GB RAM | 512GB SSD | Non-Backlit | UBT | 3 Years Warranty,0,0,
Dell Vostro 3400 i3 11th Gen 8GB RAM 256GB SSD 14 FHD,0,0,Brand No Brand SKU 128919070_NP-1036913276 Condition New Number Of Cpu Cores Not Specified Processor Not Specified
"Dell Vostro 3520(Intel core i5-1235U Processor/256GB SSD/8GB RAM/Intel UHD graphics Card/15.6"" FHD Display)",0,0,
"HP Spectre x360 14 2023 2-in-1 i7 13th Gen / 16GB RAM / 512GB SSD / 13.5"" WUXGA (3072x1920) display TouchScreen",0,0,
"Asus ZenBook 14X OLED 14.5"" Touch-Screen Laptop - Intel Core i7-13700H - RAM 16GB - SSD 512GB - Intel Iris Xe",0,0,Brand No Brand SKU 128990895_NP-1036968984 Condition New Number Of Cpu Cores Not Specified Processor Intel Core i7 Warranty Policy EN No Warranty if burn or external damage
Dell Inspiron G15 5515 AMD Ryzen 7 5800H 8GB 512SSD NVIDIA RTX 3050 4GB GDDR6 FHD Win 11,0,0,Brand Dell SKU 118690520_NP-1032519514 Graphic Card NVIDIA GeForce RTX RAM Memory 8GB Operating System Windows Generation Not Specified storage_capacity_new 512GB Touch No Storage Type SSD Touch Pad Yes Display Size 15.6 Inch Wireless Connectivity WIFI + Bluetooth Graphics memory 4GB Processor Ryzen 7 Model No. 5515
"MSI Laptop Modern 15 A11MU (11th Gen i5 -1155G7 | 8 GB RAM | 512GB SSD | 15.6"" FHD 100% sRGB | Backlit Keyboard | USB-C | Win 10 Home)",0,0,Brand MSI SKU 115314712_NP-1034244760 Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) Below 5 MP Model No. Modern 15 A11MU Input Output ports HDMI AC Adapter Yes Graphic Card Integrated Battery Life 1-5 Hour Storage Capacity 512GB Processor Intel Storage Type SSD Graphics memory Integrated Graphics Card Generation 11th Warranty Policy EN Carry in
"MSI Modern 14 B11MOU ( i5-11th Gen 1155G7 | 8GB RAM | 512GB SSD | 14.0"" FHD IPS | Backlit Keyboard | USB-C | Win 10)",0,0,Brand MSI SKU 114882210_NP-1034232915 Ram Memory 8GB Operating System Windows Generation 11th CPU Cores Quad Core Storage Capacity 512GB Display Size 14 Inch Processor Intel Warranty Policy EN Carry in
"MSI Laptop Creator M16 A11UC | 11th Gen i7-11800H | 16GB | 512GB | NVIDIA RTX 3050-4GB | 16"" 2560*1600 QHD+, 100% DCI-P3 Color Gamut | Win 10)",0,0,Brand MSI SKU 114885332_NP-1034246727 Wireless Connectivity WIFI + Bluetooth Display Size 15 Inch Operating System Windows Camera Front (Megapixels) Below 5 MP RAM Memory 16GB Model No. Creator M16 A11UC AC Adapter No Graphic Card NVIDIA Battery Life 1-5 Hour storage_capacity_new 512GB Processor Intel Storage Type SSD Touch No Graphics memory 4GB Generation 11th Warranty Policy EN Carry in
"CHUWI CoreBook X 14"" Windows 10 Home丨8GB LPDDR4丨512GB SSD丨2K Resolution IPS Display, Metal Thin Body, Light And Portable + Free Gift",0,0,
Dell Inspiron 15 3535 - Ryzen 3 7320U | 8GB | 512GB | Radeon Graphics | FHD | 2 Years Warranty,0,0,
xLab x-Book Series XL-156P Laptop + Accessories + Security & Software,0,0,Brand XLAB SKU 110403940_NP-1029929443 Battery Life 6-10 Hour Graphic Card Intel Generation 10th CPU Cores Quad Core CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Processor Intel Core i3 Model No. XL-156P Ram Memory 8GB Operating System Windows 10 Storage Capacity 256GB Touch Pad Yes Display Size 15.6 Inch Camera Front (Megapixels) Below 5 MP Input Output ports HDMI AC Adapter Yes Graphics memory 4GB
Dell Latitude 3440 - i5 -1235U | 8GB RAM | 512GB SSD | Non Backlit | UBT | 3 Years Warranty,0,0,
"Dell Vostro 3520 Core i5 12th Gen /8GB RAM/512GBSSD/15.6""FHD/ Nvidia MX550 2GB GFX",0,0,Brand No Brand SKU 128916883_NP-1036904579 Display Size Not Specified Operating System Others CPU Cores Not Specified Ram Memory Not Specified Storage Capacity Not Specified Processor Not Specified Generation Not Specified
Dell Inspiron 14 7430 i7 13th Gen - 1355U | 16GB | 512GB SSD | Intel Iris Xe | FHD Touch 2-in-1| Backlit Keyboard | Fingerprint | 2 Years Warranty,0,0,
Mi Redmibook 15 Core I3 11Th Gen/8 Gb/256 Gb Ssd/Windows 10 Home/15.6-Inch(39.62 Cms) Fhd Anti Glare/Ms Office/Charcoal Gray/1.8 Kg Thin And Light Laptop,0,0,
"xLab x-Book Series XL-156P Laptop- i3, 8GB RAM, 256GB SSD, Fingerprint Security, 15.6"" Full HD Display",0,0,Brand XLAB SKU 110406038_NP-1029932076 Display Size 15.6 Inch Operating System Windows 10 CPU Cores Quad Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i3 Generation 10th
"MSI Laptop Modern 15 A11SBU ( i5-11th Gen 1155G7 | 8GB RAM | 512GB SSD | MX450 2GB | 15.6"" FHD 100% sRGB Color Gamut | Backlit Keyboard | Win 10)",0,0,Brand MSI SKU 114884071_NP-1034232894 Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) Below 5 MP Model No. Modern 15 A11SBU Touch Pad Not Specified Input Output ports HDMI AC Adapter Yes Graphic Card NVIDIA Battery Life 1-5 Hour Storage Capacity 512GB Processor Intel Storage Type SSD Graphics memory 2GB Generation 11th Warranty Policy EN Carry in
"MSI Laptop Modern 15 A11SBU ( i7-11th Gen 1195G7 | 8GB RAM | 512GB SSD | MX450 2GB | 15.6"" FHD 100% sRGB Color Gamut | Backlit Keyboard | Win 10)",0,0,Brand MSI SKU 114884143_NP-1034246732 Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) Below 5 MP Model No. Modern 15 A11SBU Input Output ports HDMI Graphic Card NVIDIA Battery Life 1-5 Hour Storage Capacity 512GB Processor Intel Storage Type SSD Graphics memory 2GB Generation 11th Warranty Policy EN Carry in
Asus ROG Zephyrus M16 (2022) GU603ZW-K8093W - i9 12900H | 32GB | 1TB SSD | RTX 3070TI | QHD+,0,0,
MSI Modern 15 A11MU | 11th Gen i7 -1195G7| 8 GB RAM | 512GB SSD | Intel Iris Xe | Win 10,0,0,Brand MSI SKU 115317236_NP-1034474998 Display Size 15.6 Inch CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Operating System Windows Generation 11th Camera Front (Megapixels) Below 5 MP Touch Pad No Input Output ports HDMI AC Adapter Yes Graphic Card Integrated Battery Life 1-5 Hour Touch No Graphics memory Integrated Graphics Card CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Model No. Modern 15 A11MU Warranty Policy EN Carry in
AVITA LIBER E INTEL i5-1235U,0,0,Brand Avita SKU 128248026_NP-1035373900 Condition New Number Of Cpu Cores Octa-core Processor Intel Core i5 Warranty Policy EN Warranty will not cover physical damage.
"ASUS Zenbook 14 Flip OLED UP3404VA -i7 13th Gen 1360P/ 16 GB RAM/ 1 TB G4 SSD/ Intel® Iris Xe Graphics/ 14"" OLED WQ + 2.8K Display/ Genuine Windows 11/ Genuine Office/ Foggy Silver/ Sleeve/ Stylus - Nagmani International",0,0,Brand ASUS SKU 128131741_NP-1035222932 Display Size 14 Inch Operating System Windows CPU Cores Dodeca Core Ram Memory 16GB Storage Capacity 1TB Processor Intel Core i7 Generation 13th
Dell Inspiron 7506 2-in-1 laptop,0,0,Brand No Brand SKU 115058877_NP-1031473447 Storage Capacity 512GB Ram Memory 12GB Display Size 15.6 Operating System Windows 10 Processor Not Specified Generation 7th CPU Cores Not Specified
Dell Inspiron G15 5515 - AMD Ryzen 7 5800H | 8GB + 8GB | 512SSD | NVIDIA RTX 3050 4GB GDDR6 | FHD | Win 11,0,0,
"Dell lnspiron 15 3511 i7-1165G7-8GB-512GB-15.6""-FHD--FPR-NVIDIA MX3502GB GDDR5-WS11-Silver (Backpack)",0,0,Brand Dell SKU 115731289_NP-1031620769 Display Size 15.6 Inch CPU Cores Hexa Core Ram Memory 8GB Storage Capacity 512GB Processor Core i7 Operating System Windows Generation 11th Touch Pad Yes AC Adapter Yes Graphic Card NVIDIA Storage Type SSD Touch No Graphics memory 2GB Wireless Connectivity WIFI + Bluetooth Model No. Dell inspiron 15 3511 i7
"MSI Modern 14 B5M Laptop (AMD Ryzen 7 5700U | 8GB RAM | 256GB M.2 NVMe SSD | 14"" FHD IPS | Wi-Fi 6 | Backlit Keyboard | USB-C | Win 11 Home | 1.3KG)",0,0,Brand MSI SKU 114874935_NP-1031309056 Display Size 14 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor Ryzen 5 Generation 5th Warranty Policy EN Carry in
Dell Wyse 5470 (Intel Celeron Processor | 8GB RAM | 256GB SSD Storage | Intel UHD Graphics | 14″ FHD Display),0,0,Brand No Brand SKU 129728569_NP-1037589964 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 256GB Processor Intel Generation 11th
"MSI Modern 14 B10MW | 10th Gen i7 10510U | 8GB RAM | 256GB SSD | Intel UHD | 14"" Full HD IPS Screen | White Backlight Keyboard | USB-C Port | 1.3 KG)",0,0,Brand MSI SKU 114876906_NP-1034246761 Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Generation 10th Warranty Policy EN Carry in
